1.327372+0.411601j, 0.980009+1.036178j, 0.523762+1.370092j, -0.153165+1.370376j, -0.799097+1.229995j, -1.163694+0.786145j, -1.392555+0.099574j, -1.369370-0.472570j, 0.891154+1.052054j, 0.336992+1.426395j, -0.225635+1.400952j, -0.873605+1.089381j, -1.290430+0.685260j, -1.370568+0.040425j, -1.278551-0.643200j, -0.924895-1.066516j, 0.198892+1.382290j, -0.401285+1.418958j, -0.906075+1.038301j, -1.346098+0.501367j, -1.430680-0.047009j, -1.178817-0.696943j, -0.797974-1.208405j, -0.215422-1.352163j, -0.566283+1.319868j, -1.024852+1.009458j, -1.319140+0.390029j, -1.437747-0.240723j, -1.150883-0.752154j, -0.626924-1.248266j, -0.091545-1.429926j, 0.543001-1.233562j, -1.163272+0.885280j, -1.360690+0.336333j, -1.347811-0.384749j, -1.123238-0.910625j, -0.549990-1.236120j, 0.097771-1.430413j, 0.630208-1.249525j, 1.151548-0.753088j, -1.442785+0.205841j, -1.295412-0.427861j, -0.984388-1.043485j, -0.496896-1.314385j, 0.216165-1.353023j, 0.801221-1.207946j, 1.171096-0.709813j, 1.425273-0.048421j, -1.320322-0.531244j, -0.861435-1.067263j, -0.338577-1.406142j, 0.264348-1.338635j, 0.923773-1.074295j, 1.282580-0.641146j, 1.366898+0.037849j, 1.293271+0.684986j, -0.819646-1.099515j, -0.159875-1.388406j, 0.398260-1.376860j, 0.942706-0.967421j, 1.371611-0.470369j, 1.393953+0.105995j, 1.171042+0.781229j, 0.798907+1.231160j, 
-1.070101-0.703323j, -0.547805-1.353015j, -0.165354-1.449508j, 0.610082-1.120341j, 1.226011-0.949414j, 1.265410-0.390145j, 1.338947+0.478877j, 1.246520+0.878005j, -0.427925-1.184591j, 0.155308-1.532615j, 0.561352-1.208689j, 1.234819-0.640980j, 1.498986-0.291198j, 1.204682+0.408576j, 1.029292+1.145222j, 0.609697+1.266128j, 0.360806-1.314710j, 0.817328-1.290482j, 1.104265-0.622882j, 1.510847+0.051346j, 1.358503+0.429365j, 0.774233+1.094107j, 0.430738+1.515733j, -0.178172+1.285809j, 1.057056-1.047808j, 1.249906-0.701338j, 1.306855+0.160204j, 1.375749+0.744844j, 0.825996+1.011880j, 0.099507+1.467795j, -0.289920+1.473398j, -0.903952+0.917252j, 1.475566-0.475245j, 1.313333+0.068243j, 1.115067+0.918402j, 0.870855+1.245293j, 0.070885+1.279608j, -0.618434+1.434521j, -0.901584+1.038277j, -1.355239+0.276223j, 1.504351+0.230958j, 0.991657+0.802626j, 0.597050+1.432533j, 0.145138+1.391169j, -0.720127+1.168081j, -1.184209+1.011888j, -1.237723+0.309851j, -1.424226-0.469329j, 1.128055+0.857062j, 0.364922+1.300171j, -0.096341+1.568407j, -0.608909+1.144989j, -1.313519+0.702338j, -1.418377+0.326677j, -1.191999-0.492552j, -1.094126-1.096155j, 0.422374+1.230059j, -0.394786+1.424806j, -0.761386+1.279758j, -1.165656+0.553564j, -1.554439+0.030129j, -1.260469-0.426132j, -0.785952-1.162863j, -0.462035-1.439787j, 
1.061964-0.956738j, 1.327882-0.400330j, 1.367190+0.276190j, 1.152347+0.836525j, 0.626694+1.231922j, 0.007042+1.429243j, -0.581886+1.292895j, -1.111467+0.878165j, 1.400105-0.287518j, 1.331470+0.364103j, 1.044443+0.956115j, 0.553477+1.287578j, -0.112294+1.395335j, -0.718087+1.250680j, -1.143738+0.802272j, -1.430089+0.188622j, 1.327122+0.461240j, 0.936722+1.020263j, 0.420331+1.366798j, -0.196354+1.380190j, -0.836898+1.154297j, -1.236227+0.717946j, -1.399633+0.073504j, -1.344995-0.551389j, 0.876955+1.078512j, 0.273378+1.382977j, -0.323352+1.396967j, -0.900767+1.074688j, -1.326709+0.588701j, -1.416880-0.011718j, -1.253262-0.670059j, -0.872785-1.148350j, 0.170391+1.377543j, -0.482614+1.353764j, -0.980671+1.022125j, -1.345502+0.448169j, -1.445909-0.147439j, -1.192541-0.738220j, -0.744283-1.232696j, -0.174234-1.408762j, -0.590964+1.273530j, -1.103319+0.951597j, -1.357554+0.362118j, -1.406475-0.306447j, -1.155923-0.844157j, -0.624977-1.257880j, -0.022674-1.434513j, 0.572815-1.266993j, -1.180405+0.805105j, -1.418546+0.257064j, -1.335752-0.400276j, -1.070984-0.971688j, -0.549741-1.291520j, 0.118089-1.405917j, 0.694348-1.247588j, 1.144134-0.767079j, -1.452250+0.110939j, -1.328037-0.492630j, -0.949443-1.055056j, -0.435966-1.375058j, 0.206381-1.370417j, 0.825630-1.152460j, 1.210621-0.694843j, 1.384195-0.039029j, 
0.740989+1.293453j, 0.158599+1.334392j, -0.618771+1.262942j, -1.046790+1.021131j, -1.277027+0.330821j, -1.463461-0.315594j, -1.162683-0.763638j, -0.568597-1.283657j, 0.037890+1.464882j, -0.604538+1.162256j, -1.221114+0.831576j, -1.354334+0.340246j, -1.306124-0.452449j, -1.153184-0.969829j, -0.543600-1.227671j, 0.157408-1.473703j, -0.670367+1.226312j, -1.195652+0.642897j, -1.493592+0.163093j, -1.263770-0.433120j, -0.941751-1.120297j, -0.525799-1.357138j, 0.246710-1.334581j, 0.853196-1.250076j, -1.172505+0.637264j, -1.436065-0.079155j, -1.345695-0.551205j, -0.808400-1.080291j, -0.302036-1.482449j, 0.243126-1.356587j, 0.951790-1.047141j, 1.307724-0.689948j, -1.321537-0.133183j, -1.281681-0.793315j, -0.830271-1.108421j, -0.102571-1.408051j, 0.411213-1.441855j, 0.924410-0.959335j, 1.415455-0.451998j, 1.407968+0.048137j, -1.077926-0.872773j, -0.761675-1.305157j, -0.086682-1.337832j, 0.642154-1.334937j, 1.014302-1.014407j, 1.321396-0.293357j, 1.479213+0.268193j, 1.093760+0.753645j, -0.518444-1.378479j, -0.033532-1.448936j, 0.684802-1.173568j, 1.221364-0.890619j, 1.314261-0.302558j, 1.344700+0.471278j, 1.132892+0.906933j, 0.464103+1.228381j, 0.203994-1.498179j, 0.685282-1.185009j, 1.263170-0.657658j, 1.455181-0.210872j, 1.223801+0.478220j, 0.979174+1.107862j, 0.484260+1.283502j, -0.303494+1.338369j, 
-1.348813+0.423707j, -1.427128-0.216884j, -1.186747-0.781367j, -0.702891-1.232959j, -0.110164-1.424249j, 0.522921-1.295792j, 1.055677-0.937707j, 1.345548-0.390905j, -1.383151-0.334867j, -1.117271-0.905980j, -0.607958-1.277854j, 0.026538-1.419327j, 0.630306-1.267452j, 1.117145-0.831617j, 1.389175-0.258220j, 1.343169+0.364638j, -1.024148-0.997354j, -0.504463-1.330252j, 0.143035-1.392764j, 0.751851-1.206411j, 1.182101-0.746126j, 1.387025-0.120614j, 1.316057+0.491393j, 0.942019+1.015368j, -0.370551-1.378156j, 0.257276-1.386824j, 0.855078-1.116228j, 1.255746-0.641949j, 1.389791-0.012123j, 1.271525+0.622490j, 0.874115+1.096019j, 0.279853+1.375890j, 0.379722-1.366406j, 0.934388-1.037122j, 1.313303-0.512776j, 1.404800+0.098230j, 1.197278+0.720789j, 0.781403+1.187784j, 0.173919+1.393171j, -0.478192+1.339589j, 1.014723-0.970780j, 1.328614-0.394293j, 1.394635+0.233144j, 1.132372+0.805265j, 0.654412+1.248443j, 0.061077+1.420695j, -0.575362+1.284262j, -1.106261+0.920115j, 1.359493-0.291690j, 1.350541+0.364601j, 1.073019+0.917757j, 0.549243+1.283908j, -0.081896+1.423022j, -0.675812+1.246871j, -1.168909+0.808649j, -1.424620+0.240944j, 1.303866+0.464354j, 0.977884+1.016834j, 0.445662+1.331014j, -0.204494+1.393075j, -0.797824+1.189764j, -1.219853+0.719167j, -1.429896+0.096538j, -1.334739-0.508839j, 
-0.066962-1.295192j, 0.605011-1.436540j, 0.900935-1.025574j, 1.366426-0.282043j, 1.525620+0.144591j, 1.043967+0.706592j, 0.647906+1.363046j, 0.215096+1.368885j, 0.714400-1.183017j, 1.168293-1.017455j, 1.239257-0.307494j, 1.432708+0.459696j, 1.177341+0.794481j, 0.438555+1.232136j, -0.035522+1.542680j, -0.545148+1.156687j, 1.318069-0.715779j, 1.413841-0.325097j, 1.202213+0.502163j, 1.100998+1.084879j, 0.512205+1.188358j, -0.323585+1.395199j, -0.713215+1.299534j, -1.123545+0.598647j, 1.565109-0.036421j, 1.252455+0.418323j, 0.801206+1.165774j, 0.466076+1.420227j, -0.293126+1.219755j, -1.007302+1.154914j, -1.166576+0.701591j, -1.365995-0.152546j, 1.377618+0.640041j, 0.725750+1.031628j, 0.147518+1.511355j, -0.272869+1.350134j, -1.013989+0.885451j, -1.426238+0.587673j, -1.277098-0.081507j, -1.214893-0.887456j, 0.829197+1.128204j, -0.020837+1.319117j, -0.556763+1.443039j, -0.915772+0.887812j, -1.449884+0.260070j, -1.458716-0.141934j, -0.996567-0.842217j, -0.710722-1.398417j, 0.064125+1.284440j, -0.783073+1.211706j, -1.103204+0.976095j, -1.268790+0.168345j, -1.485883-0.462087j, -1.081998-0.807094j, -0.408527-1.360965j, -0.010637-1.533055j, -0.711483+1.047460j, -1.344232+0.753592j, -1.333116+0.259328j, -1.239780-0.614040j, -1.118254-1.062458j, -0.396220-1.223378j, 0.316538-1.502375j, 0.672619-1.254412j, 
1.266867+0.262986j, 1.298277+0.903539j, 0.769026+1.079507j, -0.051027+1.423640j, -0.450770+1.451069j, -0.943872+0.818748j, -1.507315+0.345628j, -1.350795-0.097127j, 0.992741+1.003244j, 0.755280+1.344691j, -0.010307+1.256147j, -0.778958+1.319029j, -1.002869+0.951788j, -1.327577+0.106606j, -1.511268-0.359579j, -0.965744-0.797010j, 0.421876+1.478817j, 0.018360+1.419762j, -0.787928+1.052489j, -1.300683+0.853919j, -1.248818+0.199601j, -1.317988-0.650986j, -1.101026-0.954516j, -0.292959-1.242322j, -0.282295+1.551278j, -0.691314+1.086533j, -1.348651+0.513536j, -1.470032+0.154531j, -1.104148-0.598212j, -0.923311-1.248841j, -0.401494-1.265230j, 0.488523-1.324589j, -0.901204+1.197835j, -1.172243+0.433784j, -1.535320-0.182938j, -1.218427-0.556060j, -0.618028-1.226234j, -0.281644-1.516062j, 0.397357-1.196914j, 1.162202-1.010602j, -1.256645+0.540482j, -1.299805-0.355317j, -1.292505-0.847396j, -0.626885-1.094916j, 0.076219-1.510767j, 0.436400-1.368014j, 1.075808-0.760591j, 1.532801-0.413757j, -1.231601-0.250042j, -1.036909-1.059771j, -0.710294-1.268627j, 0.158179-1.279940j, 0.771545-1.381395j, 0.998483-0.843084j, 1.448576-0.081145j, 1.489623+0.298662j, -0.828022-0.958408j, -0.453705-1.494081j, 0.062251-1.320434j, 0.919064-1.091497j, 1.262076-0.876031j, 1.274207-0.078834j, 1.419082+0.642498j, 1.048379+0.900534j, 
-0.558915+1.235246j, -1.111055+1.026463j, -1.270300+0.442117j, -1.400358-0.322379j, -1.226365-0.774254j, -0.595570-1.179132j, -0.022369-1.492822j, 0.485739-1.263143j, -1.195150+0.802041j, -1.422225+0.373314j, -1.270077-0.349413j, -1.105129-0.997330j, -0.615133-1.216798j, 0.160515-1.372497j, 0.678611-1.317277j, 1.072159-0.745438j, -1.492967+0.119420j, -1.334082-0.371267j, -0.896425-1.036136j, -0.508466-1.403054j, 0.167411-1.298713j, 0.889894-1.160304j, 1.185871-0.778761j, 1.350564-0.004839j, -1.380101-0.592646j, -0.863922-0.991785j, -0.252036-1.426141j, 0.230903-1.410262j, 0.890069-0.990899j, 1.362544-0.617365j, 1.346746-0.024379j, 1.228744+0.747152j, -0.886776-1.137853j, -0.140674-1.309658j, 0.486340-1.414581j, 0.889159-1.012703j, 1.355391-0.377520j, 1.482551+0.098318j, 1.109763+0.727106j, 0.747485+1.307329j, -0.159410-1.346096j, 0.629988-1.236430j, 1.083253-1.005464j, 1.278411-0.325424j, 1.447397+0.361750j, 1.172440+0.783423j, 0.541018+1.268319j, 0.058413+1.516821j, 0.602294-1.161131j, 1.237686-0.792621j, 1.378125-0.320259j, 1.284495+0.461358j, 1.135416+1.008183j, 0.537028+1.231559j, -0.191842+1.449088j, -0.649471+1.313507j, 1.180300-0.623499j, 1.511230-0.123125j, 1.273734+0.438772j, 0.906922+1.129065j, 0.503017+1.383202j, -0.245025+1.318566j, -0.891605+1.229235j, -1.159690+0.743648j, 
-1.068574-0.870103j, -0.747492-1.320961j, -0.093637-1.317205j, 0.656867-1.304532j, 1.018661-0.992258j, 1.300073-0.263420j, 1.467743+0.317746j, 1.075493+0.782332j, -0.494410-1.368468j, -0.027879-1.454416j, 0.673192-1.140405j, 1.231593-0.848454j, 1.313792-0.282729j, 1.304582+0.511186j, 1.114831+0.954960j, 0.441336+1.238427j, 0.226088-1.483740j, 0.679369-1.183968j, 1.248047-0.616306j, 1.470452-0.162748j, 1.205521+0.493630j, 0.932409+1.153374j, 0.461077+1.321266j, -0.333483+1.325591j, 0.898415-1.191271j, 1.167721-0.572006j, 1.458186+0.099860j, 1.286800+0.557078j, 0.736923+1.128356j, 0.279958+1.478138j, -0.321951+1.295657j, -1.032839+1.034194j, 1.292803-0.578756j, 1.314162+0.209572j, 1.270811+0.804039j, 0.737356+1.102177j, 0.035777+1.438071j, -0.432813+1.398287j, -0.996225+0.892195j, -1.454560+0.431038j, 1.320920+0.187407j, 1.061813+0.934375j, 0.721774+1.276699j, -0.015667+1.317943j, -0.697698+1.337956j, -1.031968+0.925696j, -1.385733+0.213179j, -1.488014-0.292719j, 0.961805+0.887317j, 0.495441+1.408497j, -0.027457+1.393430j, -0.784718+1.144369j, -1.240958+0.869130j, -1.320381+0.205446j, -1.380503-0.537457j, -1.102709-0.927530j, 0.302303+1.326659j, -0.225970+1.489811j, -0.750508+1.102805j, -1.333028+0.627715j, -1.442298+0.166731j, -1.221672-0.578784j, -0.994526-1.152096j, -0.420719-1.282658j, 
1.160689-0.742827j, 1.502795-0.475333j, 1.202788+0.232920j, 1.120430+1.049484j, 0.765781+1.180905j, -0.162521+1.283922j, -0.677588+1.425530j, -0.946451+0.810328j, 1.513065-0.084307j, 1.415751+0.247204j, 0.836804+0.966449j, 0.567211+1.479452j, -0.022930+1.255214j, -0.915015+1.130981j, -1.178842+0.923620j, -1.253621+0.045508j, 1.468376+0.615039j, 0.949168+0.863062j, 0.202352+1.407466j, -0.129040+1.511548j, -0.784400+0.954279j, -1.438672+0.644553j, -1.331786+0.173371j, -1.166522-0.748686j, 1.017810+1.149169j, 0.196946+1.204922j, -0.526530+1.469540j, -0.779167+1.122882j, -1.304324+0.338906j, -1.578515-0.041876j, -1.093254-0.591541j, -0.736591-1.357374j, 0.306839+1.359739j, -0.613894+1.164243j, -1.121122+1.112577j, -1.181044+0.423657j, -1.453397-0.402331j, -1.302048-0.700996j, -0.525163-1.179213j, -0.074777-1.613175j, -0.459481+1.162792j, -1.262602+0.764062j, -1.414882+0.465101j, -1.195930-0.396921j, -1.201655-1.060841j, -0.662917-1.150022j, 0.225075-1.420819j, 0.602334-1.430274j, -1.074220+0.614758j, -1.589313+0.120536j, -1.300150-0.289930j, -0.851115-1.113701j, -0.617799-1.446568j, 0.146685-1.233348j, 0.943010-1.249942j, 1.091750-0.878218j, -1.360150-0.130114j, -1.475912-0.562322j, -0.824109-0.938784j, -0.232560-1.537745j, 0.112128-1.430250j, 0.908947-0.953985j, 1.419138-0.745763j, 1.256356-0.097337j, 
0.406569+1.366096j, 0.119100+1.556392j, -0.578407+1.055339j, -1.330553+0.848252j, -1.283898+0.434174j, -1.215222-0.549149j, -1.245331-0.998572j, -0.486764-1.109938j, -0.298636+1.539495j, -0.565749+1.273620j, -1.193598+0.528634j, -1.578864+0.213377j, -1.153169-0.366524j, -0.888820-1.231148j, -0.602146-1.326309j, 0.339190-1.217302j, -0.949876+1.302280j, -1.045253+0.639356j, -1.474415-0.188195j, -1.405377-0.475316j, -0.663454-1.030441j, -0.284528-1.592359j, 0.174621-1.279109j, 1.085555-0.949096j, -1.332068+0.721714j, -1.194587-0.180480j, -1.332848-0.883004j, -0.845061-0.995210j, 0.047379-1.398243j, 0.391254-1.527883j, 0.871343-0.849103j, 1.544300-0.392494j, -1.337028-0.044897j, -0.964893-0.951856j, -0.831122-1.347846j, -0.055505-1.208128j, 0.788889-1.358881j, 0.959119-1.065875j, 1.301759-0.147561j, 1.609260+0.290880j, -0.941254-0.745002j, -0.431669-1.468995j, -0.115675-1.450152j, 0.753044-1.038830j, 1.333286-0.939763j, 1.231516-0.320386j, 1.355395+0.620574j, 1.245197+0.894766j, -0.257240-1.221169j, 0.255639-1.602975j, 0.602469-1.131035j, 1.359519-0.538423j, 1.530259-0.275106j, 1.120134+0.503445j, 1.016898+1.247746j, 0.561800+1.223452j, 0.526522-1.317407j, 0.875555-1.299541j, 1.119674-0.491007j, 1.594174+0.139362j, 1.318908+0.440992j, 0.661799+1.175605j, 0.403998+1.551000j, -0.252240+1.182593j, 
-1.426724+0.166299j, -1.396815-0.360217j, -0.959823-0.932370j, -0.497835-1.374570j, 0.071675-1.364039j, 0.796396-1.147811j, 1.207103-0.817733j, 1.338045-0.131675j, -1.359740-0.576272j, -0.959702-0.989514j, -0.309526-1.346448j, 0.230441-1.444973j, 0.796678-1.068089j, 1.318143-0.622231j, 1.404076-0.094564j, 1.222677+0.640818j, -0.903918-1.153771j, -0.261901-1.310815j, 0.439235-1.367160j, 0.885718-1.091925j, 1.282052-0.463504j, 1.476942+0.100784j, 1.203531+0.644706j, 0.754569+1.232821j, -0.204484-1.410878j, 0.515934-1.242669j, 1.077864-1.009645j, 1.285148-0.438428j, 1.399281+0.298444j, 1.229493+0.794623j, 0.648713+1.195975j, 0.061034+1.493141j, 0.544260-1.251434j, 1.152272-0.809669j, 1.423381-0.351306j, 1.305125+0.335579j, 1.111692+0.978877j, 0.633674+1.255798j, -0.104111+1.398366j, -0.656936+1.335978j, 1.119704-0.731216j, 1.459966-0.128165j, 1.358691+0.396922j, 0.944030+1.023417j, 0.513766+1.401177j, -0.130451+1.358251j, -0.835201+1.205635j, -1.183437+0.820742j, 1.380076+0.008148j, 1.367449+0.590724j, 0.910361+1.022552j, 0.293370+1.421402j, -0.227584+1.434730j, -0.855970+1.070776j, -1.333798+0.664737j, -1.370033+0.073143j, 1.220821+0.752936j, 0.886835+1.153874j, 0.200720+1.346383j, -0.444975+1.421057j, -0.891033+1.066784j, -1.334625+0.460060j, -1.462584-0.059239j, -1.155970-0.670603j, 
0.062428-1.357851j, 0.846933-1.099789j, 1.246787-0.822713j, 1.280338-0.101881j, 1.355326+0.624076j, 1.012031+0.956998j, 0.267374+1.325825j, -0.231707+1.514569j, 0.779132-1.029514j, 1.364136-0.559553j, 1.399218-0.101135j, 1.146850+0.681356j, 0.929131+1.201770j, 0.302714+1.272544j, -0.481684+1.380165j, -0.879570+1.174405j, 1.254735-0.392793j, 1.508443+0.143317j, 1.154795+0.630325j, 0.668033+1.272151j, 0.250258+1.447344j, -0.491763+1.213700j, -1.126443+1.039341j, -1.267416+0.515746j, 1.363546+0.365228j, 1.229249+0.804312j, 0.564696+1.163604j, -0.032208+1.517643j, -0.489615+1.288363j, -1.148586+0.787237j, -1.469336+0.411416j, -1.290746-0.272475j, 1.073997+1.048905j, 0.619326+1.242722j, -0.200005+1.356780j, -0.727701+1.348557j, -1.073112+0.758627j, -1.494725+0.117744j, -1.405251-0.320867j, -0.927816-0.975856j, 0.472709+1.443489j, -0.164636+1.305385j, -0.933273+1.146036j, -1.217005+0.805931j, -1.339593+0.015754j, -1.423235-0.598029j, -0.946680-0.949341j, -0.284255-1.405427j, -0.250407+1.441135j, -0.886548+0.976079j, -1.416266+0.609025j, -1.365974+0.049680j, -1.204161-0.754313j, -0.961270-1.154487j, -0.231148-1.278824j, 0.452494-1.441309j, -0.891302+1.038109j, -1.354103+0.351993j, -1.517743-0.109770j, -1.107897-0.701115j, -0.726792-1.319330j, -0.259741-1.381143j, 0.551459-1.233915j, 1.071479-1.068559j, 
1.240915+0.431273j, 0.812812+1.169313j, 0.472338+1.407419j, -0.302334+1.232110j, -0.995054+1.155091j, -1.165720+0.695846j, -1.379927-0.151182j, -1.401502-0.617627j, 0.718803+1.041372j, 0.165663+1.509800j, -0.276081+1.336279j, -1.019308+0.885699j, -1.412215+0.594064j, -1.267906-0.099042j, -1.232964-0.884126j, -0.886545-1.137047j, -0.030494+1.337232j, -0.537813+1.437126j, -0.923128+0.874811j, -1.459822+0.272197j, -1.440561-0.128348j, -0.999734-0.853355j, -0.724327-1.388274j, -0.126145-1.314994j, -0.783776+1.228505j, -1.090778+0.964399j, -1.292933+0.159821j, -1.490883-0.446994j, -1.068095-0.808211j, -0.419607-1.368022j, -0.017582-1.523903j, 0.645028-1.121966j, -1.337021+0.762421j, -1.320529+0.243655j, -1.265031-0.620090j, -1.120891-1.044475j, -0.387836-1.226088j, 0.304624-1.507221j, 0.665928-1.234446j, 1.230662-0.574941j, -1.530623+0.078900j, -1.163700-0.537709j, -0.864191-1.257287j, -0.448126-1.357490j, 0.413015-1.284508j, 0.958376-1.235087j, 1.142423-0.611453j, 1.460355+0.143469j, -1.307156-0.610470j, -0.654051-1.152793j, -0.219700-1.548845j, 0.328550-1.281524j, 1.104600-0.951349j, 1.345438-0.623847j, 1.271857+0.180834j, 1.286215+0.844612j, -0.721054-1.126846j, 0.067160-1.449505j, 0.486254-1.436327j, 0.993915-0.821355j, 1.503234-0.351231j, 1.355502+0.130481j, 1.014810+0.924832j, 0.761949+1.319669j, 
-0.975791+1.076121j, -1.292550+0.576880j, -1.418949-0.108378j, -1.281275-0.693018j, -0.805158-1.129060j, -0.208572-1.419982j, 0.375175-1.366612j, 0.961386-0.999221j, -1.390802+0.455479j, -1.377598-0.185440j, -1.190020-0.827119j, -0.747467-1.209003j, -0.082810-1.390452j, 0.524278-1.340594j, 1.006979-0.946388j, 1.367465-0.354248j, -1.408477-0.289113j, -1.077845-0.897094j, -0.619802-1.314263j, -0.011416-1.394168j, 0.667895-1.252432j, 1.117147-0.874636j, 1.347234-0.252022j, 1.375910+0.391160j, -1.036540-0.946403j, -0.466695-1.344729j, 0.122264-1.431649j, 0.730680-1.168218j, 1.218475-0.751184j, 1.381447-0.173548j, 1.294226+0.515847j, 0.995408+1.034746j, -0.369489-1.335223j, 0.281452-1.407367j, 0.807843-1.142742j, 1.244156-0.606772j, 1.433652-0.030994j, 1.244303+0.581214j, 0.857002+1.132050j, 0.328721+1.382886j, 0.391508-1.328244j, 0.952043-1.081041j, 1.265126-0.523939j, 1.402831+0.133313j, 1.235365+0.697737j, 0.741053+1.163121j, 0.180862+1.428437j, -0.434730+1.331346j, 1.057286-0.942316j, 1.343082-0.447779j, 1.352412+0.240770j, 1.160962+0.845068j, 0.678436+1.210235j, 0.022305+1.407726j, -0.567798+1.333220j, -1.060175+0.905418j, 1.402861-0.278585j, 1.352259+0.319765j, 1.035877+0.926348j, 0.577784+1.313651j, -0.058797+1.378701j, -0.714293+1.247185j, -1.141584+0.855905j, -1.397192+0.205159j, 
-0.813756-1.401105j, -0.269914-1.277220j, 0.685307-1.270744j, 1.015550-1.187068j, 1.173541-0.338502j, 1.552388+0.321526j, 1.213539+0.596195j, 0.492715+1.256521j, -0.146157-1.572480j, 0.530531-1.104782j, 1.308794-0.896794j, 1.300798-0.499155j, 1.238222+0.468731j, 1.274141+0.953613j, 0.556723+1.077736j, -0.212998+1.498659j, 0.541353-1.324301j, 1.169298-0.594084j, 1.593190-0.268299j, 1.196367+0.305626j, 0.930442+1.165798j, 0.664448+1.311801j, -0.254546+1.213788j, -0.887336+1.332073j, 1.045184-0.713174j, 1.463049+0.122498j, 1.447231+0.426691j, 0.733109+0.982675j, 0.342697+1.554109j, -0.106897+1.294679j, -1.003808+0.966673j, -1.336411+0.793584j, 1.221706+0.096549j, 1.359953+0.825207j, 0.912893+0.963352j, 0.032184+1.366659j, -0.350476+1.530248j, -0.812556+0.887581j, -1.503663+0.418895j, -1.405676+0.061553j, 1.011629+0.879004j, 0.882601+1.317018j, 0.140427+1.196180j, -0.716717+1.352408j, -0.923599+1.096501j, -1.266441+0.201822j, -1.590449-0.268468j, -1.077035-0.653120j, 0.485527+1.421673j, 0.174220+1.448890j, -0.675666+1.052258j, -1.290442+0.950690j, -1.218978+0.364635j, -1.338086-0.571949j, -1.259141-0.884950j, -0.426922-1.159849j, -0.202179+1.589159j, -0.546762+1.171881j, -1.300987+0.567843j, -1.521616+0.302837j, -1.139662-0.454819j, -1.029453-1.223685j, -0.601312-1.236789j, 0.365841-1.313463j, 
1.550148-0.396414j, 1.265583+0.186621j, 1.058815+1.046648j, 0.792303+1.261462j, -0.081766+1.268064j, -0.730035+1.398025j, -0.940188+0.897144j, -1.408713+0.108776j, 1.487391+0.311031j, 0.884612+0.910258j, 0.501016+1.496916j, 0.025925+1.336564j, -0.853536+1.091089j, -1.232959+0.917757j, -1.223999+0.141215j, -1.404329-0.629621j, 1.028589+0.909400j, 0.218849+1.354543j, -0.183103+1.551256j, -0.709736+1.015799j, -1.405273+0.582379j, -1.392247+0.199656j, -1.116427-0.664342j, -1.015245-1.207414j, 0.295631+1.219248j, -0.534952+1.410017j, -0.817246+1.185732j, -1.219074+0.380616j, -1.568347-0.095178j, -1.148590-0.547270j, -0.658954-1.298115j, -0.352994-1.450437j, -0.517468+1.154793j, -1.144072+1.066470j, -1.195213+0.501578j, -1.364341-0.391199j, -1.311872-0.760430j, -0.557442-1.106248j, 0.003193-1.569881j, 0.397503-1.301257j, -1.178484+0.731594j, -1.460164+0.444264j, -1.190736-0.310111j, -1.117733-1.074626j, -0.699599-1.181558j, 0.205650-1.339785j, 0.685355-1.416210j, 0.994244-0.775523j, -1.519077+0.080027j, -1.361800-0.286804j, -0.821410-1.028779j, -0.549182-1.477425j, 0.090962-1.252524j, 0.949978-1.168664j, 1.172590-0.887663j, 1.292964-0.009697j, -1.445474-0.619299j, -0.882213-0.913003j, -0.188752-1.460552j, 0.155794-1.483628j, 0.846385-0.948773j, 1.451187-0.657168j, 1.323008-0.136913j, 1.206439+0.763938j, 
-0.123437+1.423327j, -0.732572+1.230070j, -1.182405+0.781777j, -1.401972+0.188352j, -1.331823-0.452771j, -1.003339-0.987139j, -0.457610-1.315236j, 0.180905-1.387211j, -0.834061+1.160719j, -1.250988+0.669669j, -1.417903+0.056884j, -1.289688-0.557646j, -0.902113-1.071611j, -0.335750-1.359750j, 0.294680-1.355494j, 0.880437-1.099973j, -1.298486+0.561630j, -1.412500-0.063460j, -1.238925-0.671603j, -0.800490-1.148056j, -0.221224-1.379318j, 0.411727-1.334557j, 0.966422-1.016028j, 1.325866-0.484265j, -1.394707-0.183844j, -1.170344-0.777226j, -0.704439-1.207700j, -0.099461-1.397791j, 0.532243-1.299333j, 1.056708-0.929324j, 1.366149-0.369366j, 1.393018+0.260199j, -1.088768-0.884410j, -0.596240-1.264713j, 0.024337-1.397979j, 0.648154-1.244981j, 1.136373-0.830261j, 1.386825-0.246687j, 1.359799+0.391391j, 1.060352+0.946318j, -0.479915-1.317560j, 0.147550-1.388170j, 0.757062-1.178818j, 1.204934-0.733919j, 1.402122-0.132393j, 1.326991+0.506226j, 0.980217+1.036297j, 0.429314+1.355517j, 0.274069-1.380647j, 0.849621-1.115431j, 1.260686-0.617130j, 1.418128-0.009906j, 1.276951+0.619884j, 0.887099+1.115915j, 0.316615+1.394906j, -0.318400+1.394694j, 0.950925-1.039291j, 1.311855-0.507472j, 1.414232+0.116047j, 1.221928+0.721522j, 0.779946+1.193202j, 0.191499+1.417666j, -0.443907+1.356733j, -0.991787+1.026864j, 
